query|concept|titles|num_titles|concept_in|labeled_concept
绅士 里番 全彩 大全|绅士漫画|日本 邪恶 少女 漫画 h 绅士 漫画 大全 工口 色 漫画 新番 肉 . . . .|1|contained_in_title|绅士漫画
四 大 新闻 有哪些|四大满贯|高尔夫 国际 各 大 赛事 你 都 了解 么 四大 满贯 有哪些|1|contained_in_title|四大新闻
不用 加热 高档 观赏 鱼|不用加热棒的观赏鱼|不用 加热 棒 的 观赏 鱼 有哪些 百度 知道|1|contained_in_title|不用加热棒的观赏鱼
海 鲶鱼 的 做法 大全|海鲶鱼做法|海 鲶鱼 做法 大全 香 哈 菜谱|1|contained_in_title|海鲶鱼做法
泰国 同性 偶 电影|泰国同性电影|孔侑泰国 同性 电影 大全 孔侑 泰国 同性 电影 排行 榜 搜狗 影视|1|contained_in_title|泰国同性电影
性感 的 诱惑 电影|性感诱惑电影|性感 诱惑 电影 大全|1|contained_in_title|性感诱惑电影
茉莉 花茶 加 绿茶 功效|茉莉花茶的功效|茉莉 花茶 是 绿茶 吗 茉莉 花茶 的 功效 有哪些 烟酒 茶 . . . .|1|contained_in_title|茉莉花茶的功效
猛子 作品|猛子作品|猛子 作品 大全|1|same|猛子作品
肉类 菜谱 大全 做法 大全|肉类做法|各种 肉类 做法 大全 下 厨房,热门 肉类 做法 大全 肉类 菜谱 大全 万维家电网|2|contained_in_title"|肉类做法
莆田 水果 特产 有哪些|莆田特产|莆田 十大 特产 福建 莆田 特产 有哪些 莆田 有 什么 特产 值得 买 → 精华 10 大 网,莆田 特产 有哪些 ( 水果 篇 ) 美食 攻略 莆田 美食 头条 文章 资讯 莆田 美 . . .|2|contained_in_title"|莆田特产
娃娃鱼 的 家常 做法 大全|娃娃鱼的家常做法|娃娃鱼 的 家常 做法 大全 约 1493 个 回答 搜狗 知识,娃娃鱼 的 家常 做法 大全 约 1294 个 回答 搜狗 知识,娃娃鱼 的 做法 娃娃鱼 怎么 做 好吃 娃娃鱼 的 家常 做法 大全 【 美食 杰 】|3|contained_in_query"|娃娃鱼的家常做法
沟通 不好 的 原因 有哪些|沟通障碍|常见 的 沟通 障碍 有哪些 引起 它 的 原因 是 什么 百度 知道|1|contained_in_title|沟通障碍
免疫 抑制 剂 药物 有哪些|免疫抑制剂|免疫 抑制 剂 有哪些 免疫 抑制 剂 有哪些 有 问 必答 快速 问 医生|1|contained_in_query|免疫抑制剂
食物 中毒 的 症状 有哪些|食物中毒症状|食物 中毒 症状 有哪些 有 问 必答 快速 问 医生 \n \n 6 个 回答|1|contained_in_title|食物中毒症状
秦腔 清唱 大全 名家 名 段|秦腔戏曲|秦腔 界 名家 大腕 经典 名 段 清唱 晚会 陕西 秦腔 戏曲 大全 名家 名 段 mp3 下 . . .,秦腔 名家 清唱 晚会 陕西 秦腔 戏曲 大全 名家 名 段 mp3 . . . 吹 月,. . . 名 段 清唱 晚会 陕西 秦腔 戏曲 大全 名家 名 段 mp3 . . . 吹 月,秦腔 戏曲 大全 名家 名 段 秦腔 名家 清唱 晚会 华数tv|4|contained_in_title"|秦腔戏曲
抖 音 的 回合 制 游戏|抖音里面的节奏的游戏|抖 音 里面 的 节奏 的 游戏 有哪些 抖 音 里 的 节奏 游戏 推荐 4399 抖 音 游戏|1|contained_in_title|抖音里面的节奏的游戏
麻辣 鸭子 的 做法 大全|麻辣鸭子的做法|麻辣 鸭子 的 做法 大全 的 相关 内容 搜狗 微信,麻辣 鸭子 的 做法 大全 约 4677 个 回答 搜狗 知识,麻辣 鸭子 的 做法 大全 约 1095 个 回答 搜狗 知识,麻辣 鸭子 的 做法 大全 约 498 个 回答 搜狗 知识|4|contained_in_query"|麻辣鸭子的做法
灵芝 的 作用|灵芝的功效与作用|灵芝 的 功效 与 作用 有哪些 健康 问答 169健康网 \n \n 8 个 回答 \n 提问 时间 ： 2016 年 06 月 23 日,灵芝 草 作用 灵芝 的 功效 与 作用 有哪些 . . .,灵芝 的 功效 与 作用 有哪些 健康 问答 169健康网|3|contained_in_title"|灵芝的功效与作用
玫瑰 汤圆 馅 的 做法 大全|玫瑰汤圆馅的做法|玫瑰 汤圆 馅 的 做法 大全 相关 植物,玫瑰 汤圆 馅 的 做法 大全 相关 食物|2|contained_in_query"|玫瑰汤圆馅的做法
五粮液 有 多少 系列 酒|五粮液系列酒|五粮液 系列 酒 有哪些 价格 是 多少 3158 名酒 网,五粮液 系列 酒 有哪些|2|contained_in_title"|五粮液系列酒
泰国 海军 电视剧 大全|泰国虐心电视剧|泰国 虐心 电视剧 大全 ( 超 虐 喔 ) 广州 本地 宝|1|contained_in_title|泰国海军电视剧
六 个 月 宝宝 的 食谱 大全|六个月宝宝食谱|六 个 月 宝宝 食谱 大全 及 做法 宝宝 食谱 亲亲 宝贝 网,六 个 月 宝宝 食谱 大全 制作 方法 饮食 时间 表 恩熙 妈妈 . . .|2|contained_in_title"|六个月宝宝食谱
梅毒 感染 前期 症状|梅毒的早期症状|男性 梅毒 的 早期 症状 有哪些 39 健康 问答 39... 39 问 医生|1|contained_in_title|梅毒的早期症状
女同 国外 电影|女同电影|好看 的 女同 电影 有哪些 推荐 女同 电影 六部 查查 吧,2016 美国 女同 电影 大全 2016 美国 女同 电影 排行 榜 搜狗 影视,十大 艳情 女同 电影 盘点 搜狗 百科,美国 女同 电影 大全 美国 女同 电影 排行 榜 搜狗 影视|4|contained_in_title"|女同电影
秦 时 明月 宝剑 排名|秦时明月里的剑|秦 时 明月 里 的 剑 排名 前 十 的 都 有哪些 百度 知道 \n \n 2 个 回答|1|contained_in_title|秦时明月里的剑
超薄 翻盖 手机|超薄翻盖手机|超薄 翻盖 手机 大全 购机 来 【 天猫 手机 馆 】 正品 特惠 花 呗 分期 付|1|same|超薄翻盖手机
支付 接口 有哪些|支付接口|在线 网银 支付 接口 有哪些 百度 知道|1|contained_in_query|支付接口
四川 白酒 大全|四川名酒|四川 名酒 有哪些 四川 名酒 大全 白酒 百科 知识 火爆 好酒 招商 网 【 . . .|1|contained_in_title|四川名酒
萧红 最好 的 作品|萧红的主要作品|萧红 的 主要 作品 有哪些 百度 知道|1|contained_in_title|萧红的主要作品
五 代 十 国 名人 有哪些|五代十国的名人|五 代 十 国 的 名人 有哪些 历史 著名 人物 名将 盘点 秀 目 网,五 代 十 国 的 名人 有哪些 暖 手 保 天涯 问答 天涯社区 1 个 回答 提问 时间 ： 2009 年 02 月 24 日,五 代 十 国 的 名人 有哪些 历史 著名 人物 名将 盘点 秀目网|3|contained_in_title"|五代十国的名人
七 个 月 辅食 大全|七个月辅食|七 个 月 辅食 大全 的 相关 内容 搜狗 微信,七 个 月 辅食 大全 约 4677 个 回答 搜狗 知识|2|contained_in_query"|七个月辅食
瘟疫 公司 一样 的 游戏|瘟疫公司类似的游戏|瘟疫 公司 类似 的 游戏 有哪些 类似 瘟疫 公司 口袋巴士|1|contained_in_title|瘟疫公司类似的游戏
中国地方 简称|中国城市简称|中国 城市 简称 大全 道客巴巴|1|contained_in_title|中国城市简称
康定 景点 大全|康定旅游景点|康定 旅游 景点 大全 艺龙旅游指南|1|contained_in_title|康定旅游景点
西 梅 的 禁忌 有哪些|西梅的禁忌|食用 西 梅 的 禁忌 有哪些 庭院 / 花园 装修 % 7 c 一起 网 装修,西 梅 的 禁忌 有哪些 西梅 什么 人 不能 吃,食用 西 梅 的 禁忌 有哪些 家居 装修 问答 大众点评|3|contained_in_query"|西梅的禁忌
豆芽 粉丝 的 做法|豆芽粉丝的做法|豆芽 粉丝 的 做法 豆芽 粉丝 的 做法 大全 豆芽 粉丝 的 家常 做法 怎么 做 好吃 . . .|1|same|豆芽粉丝的做法
罗马帝国 单机 手游|罗马帝国手游|罗马帝国 手游 大全 2017 罗马帝国 手游 排行 榜 罗马 . . . 九 游,罗马帝国 手游 大全 2018 罗马帝国 手游 排行 榜 罗马 . . . 九 游|2|contained_in_title"|罗马帝国手游
黑 色素 食品 有哪些|黑色素食物|黑 色素 食物 有哪些,黑 色素 食物 有哪些 百度 知道|2|contained_in_title"|黑色素食物
拉萨 免费 旅游 景点|拉萨旅游景点|拉萨 旅游 景点 大全 2018 拉萨 旅游 必 去 景点 拉萨 景点 推荐,【 2018 】 2 月 去 拉萨 哪儿 最 好玩 拉萨 旅游 景点 大全 拉萨 . . .|2|contained_in_title"|拉萨旅游景点
万载 旅游 景点 大全|万载景点|万载 景点 推荐 / 旅游 景点 排名 万载 景点 大全 / 旅游 . . . 携程|1|contained_in_title|万载景点
排骨 锅 仔 的 做法 大 全集|排骨锅仔的做法|排骨 锅 仔 的 做法 大 全集 约 199 个 回答 搜狗 知识,排骨 锅 仔 的 做法 大 全集 相关 菜谱,排骨 锅 仔 的 做法 大 全集 相关 川菜,排骨 锅 仔 的 做法 大 全集 相关 书籍|4|contained_in_query"|排骨锅仔的做法
海南 鸟类|海南鸟类|海南 鸟类 大全 搜狗 问问 \n \n 1 个 回答,海南 鸟类 大全 搜狗 问问|2|same"|海南鸟类
幼儿 园 下雨 了 故事|幼儿园故事|幼儿 园 故事 大全 53 个 百度 文库|1|contained_in_title|幼儿园故事
美国 三级 电影|美国超级英雄电影|美国 超级 英雄 电影 盘点|1|contained_in_title|美国超级英雄电影
欧美 科幻 免费 电影 大全|欧美科幻电影|最新 好看 的 欧美 科幻 电影 大全 热门 电影 排行 榜 推荐 2345 电影 大全,欧美 科幻 电影 大全,最新 好看 的 欧美 科幻 电影 大全 热门 电影 排行 榜 推荐 2345 . . . .,2017 欧美 科幻 电影 大全 2017 欧美 科幻 电影 排行 榜 搜狗 影视|4|contained_in_title"|欧美科幻电影
仙侠 类 言情 小说 排行 榜|仙侠言情小说|仙侠 言情 小说 大全 好看 的 仙侠 言情 小说 推荐 仙侠 言情 小说 排行 榜 . . .|1|contained_in_title|仙侠言情小说
妻妾 成群 小说|妻妾成群小说|妻妾 成群 小说 大全 好看 的 妻妾 成群 小说 推荐 妻妾 成群 . . .|1|same|妻妾成群小说
4 万 左右 的 学生 车|4万左右的车|4 万 左右 的 车 有哪些 4 万 元 左右 的 精品 小车 查查 吧|1|contained_in_title|4万左右的车
15 万 左右 好看 的 车|15万左右的车|15 万 左右 的 车 排行 榜 销量 和 口碑 最好 的 车型 盘点 尚 之 潮|1|contained_in_title|15万左右的车
转运 石 有哪些|转运宝石|12 星座 的 转运 宝石 有哪些 所谓 的 “ 石 来 运转 ” . . . 搜|1|contained_in_title|转运宝石
三国 游 用 手 滑动 的 游戏|三国游戏|三国 手游 排行 榜 三国 手游 哪个 好 手机 三国 游戏 大全|1|contained_in_title|三国游戏
黑鱼 炒 的 做法 大全|黑鱼的做法|黑鱼 的 做法 大全 搜狗 指南,黑鱼 的 做法 大全|2|contained_in_title"|黑鱼的做法
与 互联 网 有关 的 专业|与互联网相关的专业|【 一 点 资讯 】 大学 里 与 互联 网 相关 的 专业 有哪些,【 一 点 资讯 】 大学 里 与 互联 网 相关 的 专业 有哪些 www . . . .|2|contained_in_title"|与互联网相关的专业
神奇 宝贝 之 小说 大全|神奇宝贝小说|神奇 宝贝 小说 大全 600 章 以上 百度 知道,神奇 宝贝 小说 大全 600 章 以上 搜狗 问问 \n \n 2 个 回答 \n 提问 时间 ： 2016 年 08 月 10 日|2|contained_in_title"|神奇宝贝小说
腐竹 牛肉 做法 大全|腐竹的做法|腐竹 的 做法 大全 最 喜欢 的 还是 这 几 种|1|contained_in_title|腐竹的做法
愚人 节 表白 的 段子|愚人节表白段子|愚人 节 表白 段子 盘点 : 表白 篇 就业 频道 中国 教育 在线|1|contained_in_title|愚人节表白段子
团队 活动 游戏 大全|团队拓展游戏|团队 拓展 游戏 大全 — — 怪 猫 游戏 平台 app,团队 拓展 游戏 大全 三 个 核心 : 玩 得 开心 吃 得 痛快 住 得 舒服|2|contained_in_title"|团队拓展游戏
电 汽 两用 汽车|电汽两用汽车|电 汽 两用 汽车 图片 电 汽 两用 汽车 大全 / 细节 图 . . . 慧聪网|1|same|电汽两用汽车
钟淑慧 三级 作品|钟淑慧三级作品|钟淑慧 三级 作品 有哪些 钟淑慧 三级 荷花 三 娘子 与 情 债 分别 演 谁 5d 明星 网|1|same|钟淑慧三级作品
汽车 双 电源 组成|汽车电气系统的组成|汽车 电气 系统 的 组成 有哪些 爱问 知识 人|1|contained_in_title|汽车电气系统的组成
李连杰 法国 电影|李连杰法国电影|李连杰 法国 电影 大全|1|same|李连杰法国电影
短篇 爱情 故事|短篇爱情故事|短篇 爱情 故事 大全,感人 的 爱情 小 故事 短篇 爱情 故事 大全 略 懂|2|same"|短篇爱情故事
植物 种类 有哪些|植物的种类|多 肉 植物 的 种类 有哪些 知乎,植物 的 种类 有哪些 已 解决 阿里巴巴 生意 经|2|contained_in_title"|植物的种类
日本 巨乳 系 女优|日本大胸AV女优|日本 大 胸 av 女优 盘点 看看 你 硬盘 里面 有 . . . 中国太极拳网|1|contained_in_title|日本大胸AV女优
靖江 地区 特产|靖江特产|靖江 十大 特产 靖江 特产 有哪些 靖江 有 什么 特产 值得 买 → 精华 10 大 网|1|contained_in_title|靖江特产
杨绛 一生 最好 的 作品|杨绛作品|杨绛 作品 杨绛 作品 有哪些 杨绛 生平 简介|1|contained_in_title|杨绛作品
战舰 世界 日系 科技 树|战舰世界美系科技树|最 有 性价比 的 四 条 船 : 战舰 世界 美 系 科技 树 盘点|1|contained_in_title|战舰世界日系科技树
粗粮 御 米面 的 做法 大全|粗粮的做法|粗粮 的 做法 大全 粗粮 的 家常 做法 粗粮 怎么 做 好 . . . 心 食谱|1|contained_in_title|粗粮的做法
蚕豆 的 功效 及 作用|蚕豆的功效与作用|蚕豆 的 功效 与 作用 有哪些 ？ 169健康网|1|contained_in_title|蚕豆的功效与作用
安神 镇静 的 14 种 食物|安神的食物|安神 的 食物 有哪些 养血 安神 的 食物 安神 食谱|1|contained_in_title|安神的食物
日本 女生 动漫 大全|日本少女漫画|热门 日本 少女 漫画 大全 百田 漫画 大全,最新 日本 少女 漫画 大全 百田 漫画 大全,日本 少女 漫画 排行 榜 日本 少女 漫画 大全 沪江 日语|3|contained_in_title"|日本少女漫画
深圳 有 那些 好玩 的 景点|深圳景点|深圳 景点 推荐 / 旅游 景点 排名 深圳 景点 大全 / 旅游 . . . 携程|1|contained_in_title|深圳景点
鮰鱼 最 简单 做法 大全|鮰鱼的做法|鮰鱼 的 做法 鮰鱼 的 做法 大全 鮰鱼 怎么 做 鮰 . . . 豆果 美食,【 鮰鱼 的 做法 大全 鮰鱼 怎么 做 好吃 家常 做法 推 . . . 下 厨房,鮰鱼 的 做法 大全 下 厨房,鮰鱼 的 做法 大全 鮰鱼 的 家常 做法 分享 土 巴 兔 装修 大学|4|contained_in_title"|鮰鱼的做法
脑 震荡 多久 有 症状|脑震荡的症状|请问 脑 震荡 的 症状 有哪些 摔 了 脑袋 什么 时候 能 有 反映 请问 . . . 寻医 问 . . . \n \n 1 个 回答 \n 提问 时间 ： 2016 年 03 月 30 日|1|contained_in_title|脑震荡的症状
少女 走 夜 路 强奸 的 漫画|少女漫画|日本 邪恶 少女 漫画 大全 日本 连载 漫画 漫画 在线 看 早读 acg|1|contained_in_title|少女漫画
手指 相关 游戏|手指游戏|手指 游戏 大全 简单 的 手指 游戏 幼儿 手指 游戏 九 游|1|contained_in_title|手指游戏
哈尔滨 热门 景点|哈尔滨景点|2018 哈尔滨 景点 大全 哈尔滨 旅游 景点 哈尔滨 . . . 百度 旅游,【 携程 榜单 】 哈尔滨 景点 排行 榜 十大 旅游 景区 排名 大全 . . . .|2|contained_in_title"|哈尔滨景点
全民 k 歌 玖 月 家族|全民k歌家族|全民 k 歌 家族 有哪些 百度 知道|1|contained_in_title|全民k歌家族
冬瓜 榨汁 的 功效 与 作用|冬瓜汁的功效与作用|冬瓜 汁 的 功效 与 作用 有哪些 百度 文库|1|contained_in_title|冬瓜汁的功效与作用
空姐 电视剧|空姐的电视剧|写 空姐 的 电视剧 有哪些 搜狗 问问,有 个 关于 空姐 的 电视剧 有哪些 糗事 百科|2|contained_in_title"|空姐的电视剧
老花 眼 会 痛 是 什么 症状|老花眼的症状|老花 眼 的 症状 有哪些 百度 拇指 医生|1|contained_in_title|老花眼的症状
熊猫 韩国 的 女 主播|熊猫韩国女主播|斗鱼 与 熊猫 韩国 女 主播 有哪些 斗鱼 韩国 美女 主播 颜值 . . .|1|contained_in_title|熊猫韩国女主播
成都 周边 免费 旅游 景点|成都旅游景点|成都 旅游 景点 大全 2018 成都 旅游 景点 介绍 途 牛,【 2018 】 5 月 去 成都 哪儿 最 好玩 成都 旅游 景点 大全 成都 旅游 景点 推荐 . . .,【 2018 】 3 月 去 成都 哪儿 最 好玩 成都 旅游 景点 大全 . . . 途 牛,【 2018 】 4 月 去 成都 哪儿 最 好玩 成都 旅游 景点 大全 . . . 途 牛,【 2018 】 4 月 去 成都 哪儿 最 好玩 成都 旅游 景点 大全 成都 旅游 景点 推荐 . . .,成都 旅游 景点 大全 2018 成都 旅游 必 去 景点 成都 景点 推荐,【 2018 】 2 月 去 成都 哪儿 最 好玩 成都 旅游 景点 大全 成都 旅游 景点 推荐 . . .,【 2018 】 3 月 去 成都 哪儿 最 好玩 成都 旅游 景点 大全 成都 旅游 景点 推荐 . . .,【 2017 】 11 月 去 成都 哪儿 最 好玩 成都 旅游 景点 大全 成都 . . . .,成都 旅游 景点 大全 2017 成都 旅游 必 去 景点 成都 景点 推荐,5 月 去 成都 哪儿 最 好玩 成都 旅游 景点 大全 成都 旅游 景点 . . . .,【 2018 】 1 月 去 成都 哪儿 最 好玩 成都 旅游 景点 大全 成都 旅游 景点 推荐 . . .|12|contained_in_title"|成都旅游景点
